
--- [START 2021-06-15_14-03-12] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1623736992
		torch.__version__                  = 1.7.1+cu101
		torch.version.cuda                 = 10.1
		torch.backends.cudnn.version()     = 7603
		torch.cuda.device_count()          = 1
		os['CUDA_VISIBLE_DEVICES']         = 5
		torch.cuda.get_device_properties() = (name='GeForce GTX 1080 Ti', major=6, minor=1, total_memory=11178MB, multi_processor_count=28)
		torch.cuda.device_count()          = 1


	__file__ = 1_train_title.py
	out_dir  = /home/data_normal/abiz/wuzhiqiang/wzq/shopee/code_v3/result/text/0615/fold-0

root = /home/data_normal/abiz/wuzhiqiang/wzq/data/shopee-product-matching
train_dataset : 
	len     = 27399
	label   = 8811


** net setting **
train num of classes: 8811
margin: 0.8
dynamic margin: True
	initial_checkpoint = None

optimizer
  Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 1e-05
    weight_decay: 0

Parameter Group 1
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)

** start training here **
   batch_size = 16
   experiment = ['1_train_title.py']
                               |----- VALID -----|----- TRAIN/BATCH -----
rate     margin   iter   epoch | loss    acc     |  loss0  | time        
-------------------------------------------------------------------------
0.00001  0.80000   6.60* 38.53  |  0.000   0.000  |  2.701  |  4 hr 32 min
0.00001  0.80000   6.65  38.82  |  0.000   0.000  |  2.708  |  4 hr 35 min
0.00001  0.80000   6.70  39.11  |  0.000   0.000  |  2.297  |  4 hr 37 min
0.00001  0.80000   6.75  39.40  |  0.000   0.000  |  2.387  |  4 hr 39 min
0.00001  0.80000   6.80* 39.70  |  0.000   0.000  |  2.632  |  4 hr 41 min
0.00001  0.80000   6.85  39.99  |  0.000   0.000  |  2.772  |  4 hr 44 min
0.00001  0.80000   6.90  40.28  |  0.000   0.000  |  2.344  |  4 hr 46 min
0.00001  0.80000   6.95  40.57  |  0.000   0.000  |  2.526  |  4 hr 48 min
0.00001  0.80000   7.00* 40.86  |  0.000   0.000  |  2.436  |  4 hr 50 min
0.00001  0.90000   7.05  41.16  |  0.000   0.000  |  4.753  |  4 hr 53 min
0.00001  0.90000   7.10  41.45  |  0.000   0.000  |  4.940  |  4 hr 55 min
0.00001  0.90000   7.15  41.74  |  0.000   0.000  |  4.939  |  4 hr 56 min

--- [START 2021-06-15_19-02-18] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1623754938
		torch.__version__                  = 1.7.1+cu101
		torch.version.cuda                 = 10.1
		torch.backends.cudnn.version()     = 7603
		torch.cuda.device_count()          = 1
		os['CUDA_VISIBLE_DEVICES']         = 5
		torch.cuda.get_device_properties() = (name='GeForce GTX 1080 Ti', major=6, minor=1, total_memory=11178MB, multi_processor_count=28)
		torch.cuda.device_count()          = 1


	__file__ = 1_train_title.py
	out_dir  = /home/data_normal/abiz/wuzhiqiang/wzq/shopee/code_v3/result/text/0615/fold-0

root = /home/data_normal/abiz/wuzhiqiang/wzq/data/shopee-product-matching
train_dataset : 
	len     = 27399
	label   = 8811


** net setting **
train num of classes: 8811
margin: 0.8
dynamic margin: False
	initial_checkpoint = /home/data_normal/abiz/wuzhiqiang/wzq/shopee/code_v3/result/text/0615/fold-0/checkpoint/00070000_model.pth

optimizer
  Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 1e-05
    weight_decay: 0

Parameter Group 1
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)

** start training here **
   batch_size = 16
   experiment = ['1_train_title.py']
                               |----- VALID -----|----- TRAIN/BATCH -----
rate     margin   iter   epoch | loss    acc     |  loss0  | time        
-------------------------------------------------------------------------
0.00000  0.80000   7.00* 40.86  |  0.000   0.000  |  0.000  |  0 hr 00 min
0.00001  0.80000   7.05  41.16  |  0.000   0.000  |  2.414  |  0 hr 01 min
0.00001  0.80000   7.10  41.45  |  0.000   0.000  |  2.709  |  0 hr 03 min
0.00001  0.80000   7.15  41.74  |  0.000   0.000  |  2.926  |  0 hr 05 min
0.00001  0.80000   7.20* 42.03  |  0.000   0.000  |  2.236  |  0 hr 07 min
0.00001  0.80000   7.25  42.32  |  0.000   0.000  |  2.267  |  0 hr 10 min
0.00001  0.80000   7.30  42.62  |  0.000   0.000  |  2.368  |  0 hr 12 min
0.00001  0.80000   7.35  42.91  |  0.000   0.000  |  2.215  |  0 hr 14 min
0.00001  0.80000   7.40* 43.20  |  0.000   0.000  |  2.120  |  0 hr 16 min
0.00001  0.80000   7.45  43.49  |  0.000   0.000  |  2.317  |  0 hr 18 min
0.00001  0.80000   7.50  43.78  |  0.000   0.000  |  2.265  |  0 hr 20 min
0.00001  0.80000   7.55  44.07  |  0.000   0.000  |  1.976  |  0 hr 22 min
0.00001  0.80000   7.60* 44.37  |  0.000   0.000  |  2.051  |  0 hr 24 min
0.00001  0.80000   7.65  44.66  |  0.000   0.000  |  2.120  |  0 hr 26 min
0.00001  0.80000   7.70  44.95  |  0.000   0.000  |  1.809  |  0 hr 28 min
0.00001  0.80000   7.75  45.24  |  0.000   0.000  |  1.926  |  0 hr 30 min
0.00001  0.80000   7.80* 45.53  |  0.000   0.000  |  1.987  |  0 hr 32 min
0.00001  0.80000   7.85  45.83  |  0.000   0.000  |  2.010  |  0 hr 34 min
0.00001  0.80000   7.90  46.12  |  0.000   0.000  |  1.749  |  0 hr 36 min
0.00001  0.80000   7.95  46.41  |  0.000   0.000  |  1.822  |  0 hr 38 min
0.00001  0.80000   8.00* 46.70  |  0.000   0.000  |  1.828  |  0 hr 40 min
0.00001  0.80000   8.05  46.99  |  0.000   0.000  |  1.601  |  0 hr 42 min
0.00001  0.80000   8.10  47.29  |  0.000   0.000  |  1.656  |  0 hr 44 min
0.00001  0.80000   8.15  47.58  |  0.000   0.000  |  1.787  |  0 hr 46 min
0.00001  0.80000   8.20* 47.87  |  0.000   0.000  |  1.954  |  0 hr 48 min
0.00001  0.80000   8.25  48.16  |  0.000   0.000  |  1.533  |  0 hr 50 min
0.00001  0.80000   8.30  48.45  |  0.000   0.000  |  1.682  |  0 hr 52 min
0.00001  0.80000   8.35  48.74  |  0.000   0.000  |  1.755  |  0 hr 54 min
0.00001  0.80000   8.40* 49.04  |  0.000   0.000  |  1.426  |  0 hr 56 min
0.00001  0.80000   8.45  49.33  |  0.000   0.000  |  1.540  |  0 hr 58 min
0.00001  0.80000   8.50  49.62  |  0.000   0.000  |  1.561  |  1 hr 00 min
0.00001  0.80000   8.55  49.91  |  0.000   0.000  |  1.531  |  1 hr 02 min
0.00001  0.80000   8.60* 50.20  |  0.000   0.000  |  1.463  |  1 hr 04 min
0.00001  0.80000   8.65  50.50  |  0.000   0.000  |  1.525  |  1 hr 06 min
0.00001  0.80000   8.70  50.79  |  0.000   0.000  |  1.572  |  1 hr 08 min
0.00001  0.80000   8.75  51.08  |  0.000   0.000  |  1.337  |  1 hr 10 min
0.00001  0.80000   8.80* 51.37  |  0.000   0.000  |  1.537  |  1 hr 12 min
0.00001  0.80000   8.85  51.66  |  0.000   0.000  |  1.533  |  1 hr 14 min
0.00001  0.80000   8.90  51.96  |  0.000   0.000  |  1.370  |  1 hr 16 min
0.00001  0.80000   8.95  52.25  |  0.000   0.000  |  1.377  |  1 hr 18 min
0.00001  0.80000   9.00* 52.54  |  0.000   0.000  |  1.490  |  1 hr 20 min
0.00001  0.80000   9.05  52.83  |  0.000   0.000  |  1.451  |  1 hr 22 min
0.00001  0.80000   9.10  53.12  |  0.000   0.000  |  1.360  |  1 hr 24 min
0.00001  0.80000   9.15  53.42  |  0.000   0.000  |  1.380  |  1 hr 26 min
0.00001  0.80000   9.20* 53.71  |  0.000   0.000  |  1.427  |  1 hr 28 min
0.00001  0.80000   9.25  54.00  |  0.000   0.000  |  1.197  |  1 hr 30 min
0.00001  0.80000   9.30  54.29  |  0.000   0.000  |  1.138  |  1 hr 32 min
0.00001  0.80000   9.35  54.58  |  0.000   0.000  |  1.372  |  1 hr 34 min
0.00001  0.80000   9.40* 54.87  |  0.000   0.000  |  1.423  |  1 hr 36 min
0.00001  0.80000   9.45  55.17  |  0.000   0.000  |  1.232  |  1 hr 38 min
0.00001  0.80000   9.50  55.46  |  0.000   0.000  |  1.345  |  1 hr 40 min
0.00001  0.80000   9.55  55.75  |  0.000   0.000  |  1.271  |  1 hr 42 min
0.00001  0.80000   9.60* 56.04  |  0.000   0.000  |  1.148  |  1 hr 44 min
0.00001  0.80000   9.65  56.33  |  0.000   0.000  |  1.239  |  1 hr 47 min
0.00001  0.80000   9.70  56.63  |  0.000   0.000  |  1.315  |  1 hr 49 min
0.00001  0.80000   9.75  56.92  |  0.000   0.000  |  1.041  |  1 hr 51 min
0.00001  0.80000   9.80* 57.21  |  0.000   0.000  |  1.142  |  1 hr 53 min
0.00001  0.80000   9.85  57.50  |  0.000   0.000  |  1.151  |  1 hr 55 min
0.00001  0.80000   9.90  57.79  |  0.000   0.000  |  1.262  |  1 hr 57 min
0.00001  0.80000   9.95  58.09  |  0.000   0.000  |  1.121  |  1 hr 59 min
0.00001  0.80000  10.00* 58.38  |  0.000   0.000  |  1.091  |  2 hr 01 min
0.00001  0.80000  10.05  58.67  |  0.000   0.000  |  1.177  |  2 hr 03 min
0.00001  0.80000  10.10  58.96  |  0.000   0.000  |  1.018  |  2 hr 05 min
0.00001  0.80000  10.15  59.25  |  0.000   0.000  |  1.038  |  2 hr 07 min
0.00001  0.80000  10.20* 59.54  |  0.000   0.000  |  1.144  |  2 hr 09 min
0.00001  0.80000  10.25  59.84  |  0.000   0.000  |  1.172  |  2 hr 11 min
0.00001  0.80000  10.30  60.13  |  0.000   0.000  |  0.981  |  2 hr 13 min
0.00001  0.80000  10.35  60.42  |  0.000   0.000  |  1.001  |  2 hr 15 min
0.00001  0.80000  10.40* 60.71  |  0.000   0.000  |  1.030  |  2 hr 17 min
0.00001  0.80000  10.45  61.00  |  0.000   0.000  |  0.882  |  2 hr 19 min
0.00001  0.80000  10.50  61.30  |  0.000   0.000  |  0.966  |  2 hr 21 min
0.00001  0.80000  10.55  61.59  |  0.000   0.000  |  1.060  |  2 hr 23 min
0.00001  0.80000  10.60* 61.88  |  0.000   0.000  |  1.033  |  2 hr 25 min
0.00001  0.80000  10.65  62.17  |  0.000   0.000  |  0.921  |  2 hr 27 min
0.00001  0.80000  10.70  62.46  |  0.000   0.000  |  1.063  |  2 hr 29 min
0.00001  0.80000  10.75  62.76  |  0.000   0.000  |  0.995  |  2 hr 31 min
0.00001  0.80000  10.80* 63.05  |  0.000   0.000  |  0.815  |  2 hr 33 min
0.00001  0.80000  10.85  63.34  |  0.000   0.000  |  0.901  |  2 hr 35 min
0.00001  0.80000  10.90  63.63  |  0.000   0.000  |  0.866  |  2 hr 37 min
0.00001  0.80000  10.95  63.92  |  0.000   0.000  |  0.861  |  2 hr 39 min
0.00001  0.80000  11.00* 64.21  |  0.000   0.000  |  0.881  |  2 hr 41 min
0.00001  0.80000  11.05  64.51  |  0.000   0.000  |  0.917  |  2 hr 43 min
0.00001  0.80000  11.10  64.80  |  0.000   0.000  |  1.006  |  2 hr 45 min
0.00001  0.80000  11.15  65.09  |  0.000   0.000  |  0.844  |  2 hr 47 min
0.00001  0.80000  11.20* 65.38  |  0.000   0.000  |  0.883  |  2 hr 49 min
0.00001  0.80000  11.25  65.67  |  0.000   0.000  |  0.851  |  2 hr 51 min
0.00001  0.80000  11.30  65.97  |  0.000   0.000  |  0.812  |  2 hr 53 min
0.00001  0.80000  11.35  66.26  |  0.000   0.000  |  0.700  |  2 hr 55 min
0.00001  0.80000  11.40* 66.55  |  0.000   0.000  |  0.820  |  2 hr 57 min
0.00001  0.80000  11.45  66.84  |  0.000   0.000  |  0.899  |  2 hr 59 min
0.00001  0.80000  11.50  67.13  |  0.000   0.000  |  0.705  |  3 hr 01 min
0.00001  0.80000  11.55  67.43  |  0.000   0.000  |  0.878  |  3 hr 03 min
0.00001  0.80000  11.60* 67.72  |  0.000   0.000  |  0.891  |  3 hr 05 min
0.00001  0.80000  11.65  68.01  |  0.000   0.000  |  0.813  |  3 hr 08 min
0.00001  0.80000  11.70  68.30  |  0.000   0.000  |  0.682  |  3 hr 10 min
0.00001  0.80000  11.75  68.59  |  0.000   0.000  |  0.805  |  3 hr 12 min
0.00001  0.80000  11.80* 68.88  |  0.000   0.000  |  0.809  |  3 hr 14 min
0.00001  0.80000  11.85  69.18  |  0.000   0.000  |  0.708  |  3 hr 16 min
0.00001  0.80000  11.90  69.47  |  0.000   0.000  |  0.785  |  3 hr 18 min
0.00001  0.80000  11.95  69.76  |  0.000   0.000  |  0.791  |  3 hr 20 min
0.00001  0.80000  12.00* 70.05  |  0.000   0.000  |  0.831  |  3 hr 22 min
